author,title,year,book_order,avg_rating,num_ratings,prev_year,years_since_last
art linkletter,Old Age Is Not for Sissies: Choices for Senior Americans,1989,3,0,1,1988,1
arthur aron,Statistics for the Behavioral and Social Sciences: A Brief Course,1996,2,6,1,1984,12
arthur bloch,Murphy's Law Book Three: Wrong Reasons Why Things Go More,1982,2,0,3,1980,2
arthur bloch,Comp Murphy's Law,1990,3,4.5,2,1982,8
arthur bloch,The Complete Murphy's Law: A Definitive Collection,1991,4,5,1,1990,1
arthur bloch,Murphy's Law: Doctors : Malpractice Makes Perfect,2000,5,0,1,1991,9
arthur bloch,Murphy's Law: Lawyers : Wronging the Rights in the Legal Profession!,2000,6,7,1,2000,0
arthur bloch,Healing Yourself With Wishful Thinking,2002,7,4,2,2000,2
arthur bloch,Murphy's Law,2003,8,1.5,4,2002,1
arthur byron cover,Los Anillos De Saturno/the Rings of Saturn: LA Maquina Del Tiempo 6/Time Machine 6,1985,2,7,1,1985,0
arthur byron cover,American Revolutionary (Time Machine No 10),1987,3,0,1,1985,2
arthur byron cover,"Planetfall (Infocom, No 1)",1988,4,2,2,1987,1
arthur byron cover,"Night of the Living Rerun (Buffy the Vampire Slayer, Book 4)",1998,5,1.0588235294117647,17,1988,10
arthur byron cover,"J. Michael Straczynski's Rising Stars, Book 2: Ten Years After",2002,6,1.6666666666666667,3,1998,4
arthur frommer,The Unofficial Guide to Disneyland 1999 (Serial),1998,2,3.3333333333333335,3,1991,7
arthur frommer,Frommer's Mexico 2000,1999,3,0,2,1998,1
arthur frommer,Frommer's 2000 Walt Disney World &amp; Orlando (Frommer's Walt Disney World and Orlando 2000),1999,4,3.5,2,1999,0
arthur frommer,Frommer's Europe from $60 a Day 2000,1999,5,0,1,1999,0
arthur frommer,"Frommer's 2000 Bahamas (Frommer's Bahamas, 2000)",1999,6,7,1,1999,0
arthur frommer,Frommer's Costa Rica 2000,1999,7,8,1,1999,0
arthur frommer,"Frommer's 2001 Walt Disney World &amp; Orlando (Frommer's Walt Disney World and Orlando, 2001)",2000,8,5,1,1999,1
arthur gold,The Divine Sarah: A Life of Sarah Bernhardt,1992,2,8,1,1980,12
arthur h. landis,Home--To Avalon,1982,2,0,1,1982,0
arthur herzog,Swarm,1978,2,0,1,1976,2
arthur herzog,"Vesco: From Wall Street to Castro's Cuba the Rise, Fall, and Exile of the King of White Collar Crime",1987,3,0,1,1978,9
arthur herzog,Heat,1989,4,0,1,1987,2
arthur herzog,The Woodchipper Murder,1990,5,1.3,10,1989,1
arthur herzog,Earthsound,2003,6,0,1,1990,13
arthur mather,The Los Alamos Contract,1988,2,0,1,1986,2
arthur ransome,Winter Holiday (Godine Storyteller),1989,2,0,2,1986,3
arthur ransome,Pigeon Post,1992,3,0,2,1989,3
arthur ransome,Favorite Russian Fairy Tales (Dover Children's Thrift Classics),1995,4,1.1666666666666667,6,1992,3
arthur schnitzler,Casanovas Heimfahr,1992,2,0,1,1992,0
arthur schnitzler,Hands Around: A Cycle of Ten Dialogues (Dover Thrift Editions),1995,3,0,3,1992,3
arthur schnitzler,"Dream Story (Sun and Moon Classics, 6)",1995,4,0,2,1995,0
arthur schnitzler,Eyes Wide Shut,1999,5,8.5,2,1995,4
arthur schnitzler,Eyes Wide Shut,1999,6,0,1,1999,0
arthur schnitzler,Relato soÃ±ado,2000,7,8,1,1999,1
arthur schnitzler,Jugend in Wien.,2000,8,0,2,2000,0
arthur schnitzler,Anatol. Dramen 1888 - 1891.,2000,9,5,1,2000,0
arthur schnitzler,Dream Story (Green Integer),2003,10,0,2,2000,3
arto paasilinna,Suloinen myrkynkeittÃ¤jÃ¤: Romaani,1988,2,0,1,1987,1
arto paasilinna,Hurmaava joukkoitsemurha: Romaani,1990,3,7,1,1988,2
arto paasilinna,Le LiÃ?Â¨vre de Vatanen,1993,4,5.75,4,1990,3
arto paasilinna,Le Fils du Dieu de l'orage,1995,5,7.5,2,1993,2
arto paasilinna,Prisonniers du paradis,1998,6,2.8,5,1995,3
arto paasilinna,Das Jahr des Hasen.,1999,7,1.5,4,1998,1
arto paasilinna,La Cavale du gÃ?Â©omÃ?Â¨tre,2000,8,6,4,1999,1
arto paasilinna,Die GiftkÃ?Â¶chin.,2000,9,7.666666666666667,3,2000,0
arto paasilinna,Im Wald der gehenkten FÃ?Â¼chse.,2001,10,2.888888888888889,9,2000,1
arto paasilinna,Der Sohn des Donnergottes.,2001,11,4.5,2,2001,0
arto paasilinna,Der Sommer der lachenden KÃ?Â¼he.,2001,12,1.6,5,2001,0
arto paasilinna,La Douce Empoisonneuse,2001,13,0,1,2001,0
arto paasilinna,Die Rache des glÃ?Â¼cklichen Mannes.,2002,14,4,2,2001,1
arto paasilinna,Das Jahr des Hasen.,2003,15,4.5,2,2002,1
arto paasilinna,La Douce empoisonneuse,2003,16,4.625,8,2003,0
arto paasilinna,Der Sommer der lachenden KÃ?Â¼he.,2003,17,3.4,5,2003,0
atima srivastava,Looking for Maya,1999,2,4,1,1993,6
audean johnson,A to Z: Look and See (Picturebacks),1989,2,0,1,1982,7
audrey peterson,MURDER IN BURGUNDY,1989,2,0,1,1988,1
audrey peterson,DEATH IN WESSEX,1989,3,0,1,1989,0
audrey peterson,ELEGY IN A COUNTRY GRAVEYARD : ELEGY IN A COUNTRY GRAVEYARD,1990,4,0,1,1989,1
audrey peterson,DEADLY REHEARSAL,1990,5,0,1,1990,0
audrey peterson,LAMENT FOR CHRISTABEL,1991,6,0,1,1990,1
audrey peterson,DARTMOOR BURIAL : DARTMOOR BURIAL,1992,7,0,2,1991,1
audrey peterson,DEATH TOO SOON : DEATH TOO SOON,1994,8,0,1,1992,2
august strindberg,Strindberg: Five Plays,1983,2,6,1,1955,28
august strindberg,Plays from the Cynical Life (The Washington Strindberg),1983,3,10,1,1983,0
august strindberg,By the Open Sea (Penguin Classics),1987,4,0,1,1983,4
august strindberg,Miss Julie (Dover Thrift Editions),1992,5,2.3333333333333335,6,1987,5
august strindberg,Miss Julie and Other Plays (Oxford World's Classics),1999,6,6,2,1992,7
august strindberg,Le Fils de la servante,2001,7,0,2,1999,2
august wilson,The Piano Lesson (Plume Drama),1990,2,3.888888888888889,9,1988,2
august wilson,Joe Turner's Come and Gone: A Play in Two Acts,1992,3,4,3,1990,2
august wilson,Two Trains Running (Plume Drama),1993,4,4,2,1992,1
august wilson,Fences,1995,5,3.142857142857143,7,1993,2
auguste rodin,Auguste Rodin (Postcardbooks),1999,2,9,1,1984,15
avery corman,The Old Neighborhood: A Novel,1980,2,2.5,2,1977,3
avery corman,The Old Neighborhood,1981,3,1.6666666666666667,6,1980,1
avery corman,Kramer Vs. Kramer,1981,4,3.5,4,1981,0
avery corman,Fifty,1987,5,0,1,1981,6
avery corman,50 (G.K. Hall Large Print Book Series),1988,6,0,1,1987,1
avery corman,50,1988,7,8,1,1988,0
avery corman,Kramer Versus Kramer,1988,8,0,1,1988,0
avery corman,Prized Possessions,1991,9,0,1,1988,3
avery corman,BIG HYPE,1992,10,0,3,1991,1
avery corman,Prized Possessions,1992,11,0,1,1992,0
axel madsen,The Sewing Circle: Hollywood's Greatest Secret : Female Stars Who Loved Other Women,1995,2,0.7142857142857143,14,1987,8
axel madsen,The Sewing Circle: Sappho's Leading Ladies,2002,3,0,3,1995,7
b. joseph pine,The Experience Economy,1999,2,5,1,1999,0
babs harrison,Cocktail Hour,2001,2,10,1,1999,2
baha'u'llah,Gleanings from the Writings of Baha'u'llah,1983,2,9,1,1976,7
baha'u'llah,The Kitab-i-Aqdas: The Most Holy Book,1993,3,9,1,1983,10
bailey white,Mama Makes Up Her Mind: And Other Dangers of Southern Living,1994,2,3.6923076923076925,78,1993,1
bailey white,Sleeping at the Starlite Motel: And Other Adventures on the Way Back Home,1995,3,3.857142857142857,14,1994,1
bailey white,Sleeping at the Starlite Motel: And Other Adventures on the Way Back Home,1996,4,3.5789473684210527,19,1995,1
bailey white,Quite a Year for Plums,1998,5,2.96875,32,1996,2
bailey white,Quite a Year for Plums: A Novel,1999,6,2.3870967741935485,31,1998,1
baltasar gracian,The Art of Worldly Wisdom (Shambhala Pocket Classics),1993,2,9,1,1984,9
bancroft,A Real and Precious Thing,1994,2,0,1,1982,12
barbara ann kipfer,"Roget's 21st Century Thesaurus: In Dictionary Form : The Essential Reference for Home, School, or Office",1993,2,8.5,2,1990,3
barbara ann kipfer,"The Order of Things: How Everything in the World Is Organized...into Hierarchies, Structures, &amp; Pecking Orders",1996,3,5,2,1993,3
barbara ann kipfer,The Wish List,1997,4,4.142857142857143,14,1996,1
barbara ann kipfer,Roget's 21st Century Thesaurus : Updated &amp; Expanded 2nd Edition (21st Century Reference),1999,5,5,2,1997,2
barbara ann kipfer,Writer's Digest Flip Dictionary,2000,6,4.5,2,1999,1
barbara ann kipfer,"5,001 Things for Kids to Do",2000,7,8,1,2000,0
barbara ann kipfer,"8,789 Words of Wisdom",2001,8,4.5,2,2000,1
barbara ann kipfer,Roget's Thesaurus of Phrases,2001,9,10,1,2001,0
barbara ann kipfer,Roget's International Thesaurus,2002,10,10,1,2001,1
barbara ann kipfer,Flip Dictionary,2002,11,9,1,2002,0
barbara ann kipfer,Instant Karma,2003,12,9,1,2002,1
barbara ashmun,200 Tips for Growing Beautiful Roses,1998,2,8,1,1994,4
barbara bazaldua,Disney's Darkwing Duck in Clean Money (Golden Look-Look Books),1992,2,3.5,2,1992,0
barbara bazaldua,Walt Disney's Goofy Joke Book (A Golden Look-Look Book),1993,3,3.5,2,1992,1
barbara bazaldua,Disney's Aladdin: Monkey Business (Golden Look-Look Book),1993,4,0,2,1993,0
barbara bazaldua,Disney's the Lion King: Nala's Game (Golden Little Super Shape Books),1995,5,7,1,1993,2
barbara bazaldua,Disney's Aladdin: Mixed-Up Magic (Golden Look-Look Books),1995,6,0,1,1995,0
barbara bazaldua,Disney's Toy Story Joke Book (Golden Look-Look Books),1996,7,0,3,1995,1
barbara bazaldua,Snow Puppies (Walt Disney's 101 Dalmatians),1996,8,2.2222222222222223,9,1996,0
barbara bazaldua,The Lion King's Timon &amp; Pumbaa: You're All Wet! (Golden Look-Look Books),1996,9,1.6666666666666667,3,1996,0
barbara bazaldua,Mickey's Wish: A Deluxe Super Shape Book (Walt Disney's Mickey and Friends),1997,10,0,1,1996,1
barbara bazaldua,Quasimodo the Hero (Disney's Hunchback of Notre Dame),1997,11,7,1,1997,0
barbara bazaldua,Disney's Hercules a Race to the Rescue: A Race to the Rescue (Little Golden Book),1997,12,0,2,1997,0
barbara bazaldua,Let's Go to the Airport (A little golden book),1998,13,0,1,1997,1
barbara bazaldua,Barbie: The Jewel Thief (Reporter Series),1998,14,3,2,1998,0
barbara betcherman,Side Effects,1988,2,0,1,1980,8
barbara binswanger,On the Night the Hogs Ate Willie: And Other Quotations on All Things Southern,1994,2,0,2,1989,5
barbara brooks wallace,Hawkins,1977,2,0,1,1974,3
barbara brooks wallace,The BARREL IN THE BASEMENT,1985,3,0,1,1977,8
barbara brooks wallace,Peppermints in the Parlor,1993,4,1.25,4,1985,8
barbara brooks wallace,The Twin in the Tavern,1995,5,4,2,1993,2
barbara brooks wallace,SPARROWS IN THE SCULLERY,1999,6,0,1,1995,4
barbara brooks wallace,Miss Switch to the Rescue (Miss Switch),2002,7,0,1,1999,3
barbara burnett smith,Skeletons In Purple Sage (Worldwide Library Mysteries),2004,2,5,2,2002,2
barbara cameron,The Everything Weddings on a Budget Book: Create the Wedding of Your Dreams and Have Money Left for the Honeymoon (Everything Series),2002,2,0,1,1985,17
barbara colley,Maid for Murder (Charlotte La Rue Mysteries),2003,2,0,3,2002,1
barbara colley,Death Tidies Up (Charlotte La Rue Mysteries),2003,3,8,1,2003,0
barbara colley,Death Tidies Up,2004,4,0,2,2003,1
barbara colley,Polished Off: A Charlotte Larue Mystery (Charlotte Larue Mysteries),2004,5,9,1,2004,0
barbara dana,Zucchini,1984,2,0,1,1984,0
barbara dana,Zucchini,1984,3,8,1,1984,0
barbara dana,Young Joan,1997,4,0,3,1984,13
barbara dana,Zucchini Out West,1997,5,0,1,1997,0
barbara ehrenreich,For Her Own Good : 150 Years of the Experts' Advice to Women,1989,2,1.6,5,1984,5
barbara ehrenreich,The Worst Years of Our Lives: Irreverent Notes from a Decade of Greed,1990,3,1.5,4,1989,1
barbara ehrenreich,Fear of Falling: The Inner Life of the Middle Class,1990,4,4.5,2,1990,0
barbara ehrenreich,The Worst Years of Our Lives: Irreverent Notes from a Decade of Greed,1991,5,0,1,1990,1
barbara ehrenreich,Kipper's Game,1993,6,0,3,1991,2
barbara ehrenreich,Kipper's Game,1994,7,0,4,1993,1
barbara ehrenreich,Nickel and Dimed: On (Not) Getting By in America,2001,8,4.867647058823529,68,1994,7
barbara ehrenreich,Nickel and Dimed: On (Not) Getting By in America,2002,9,4.142322097378277,267,2001,1
barbara ehrenreich,"Global Woman: Nannies, Maids, and Sex Workers in the New Economy",2003,10,0,2,2002,1
barbara findlen,Listen Up 2 Ed: Voices from the Next Feminist Generation,2001,2,5.666666666666667,3,1995,6
barbara frischmuth,Das Heimliche und das Unheimliche: Drei Reden,1999,2,0,2,1998,1
barbara frischmuth,Das Verschwinden des Schattens in der Sonne.,2000,3,0,1,1999,1
barbara frischmuth,Einander Kind.,2000,4,0,1,2000,0
barbara frischmuth,Fingerkraut und Feenhandschuh. Sonderausgabe. Ein literarisches Gartentagebuch.,2002,5,0,1,2000,2
barbara grizzuti harrison,Italian Days,1990,2,0,1,1989,1
barbara grizzuti harrison,An Accidental Autobiography,1997,3,0,1,1990,7
barbara grizzuti harrison,Italian Days,1998,4,1.5,4,1997,1
barbara hazen,The Timid Little Kitten (Little Golden Book),1998,2,3.5,2,1977,21
barbara j. scot,Prairie Reunion,1995,2,0,1,1993,2
barbara j. scot,Prairie Reunion,1997,3,1.75,4,1995,2
barbara j. scot,The Stations of Still Creek,1999,4,5,1,1997,2
barbara j. scot,The Stations of Still Creek,2001,5,0,1,1999,2
barbara johnson,Stick A Geranium In Your Hat And Be Happy!,1990,2,4.16,25,1985,5
barbara johnson,Splashes Of Joy In The Cesspools Of Life,1992,3,1.9333333333333333,15,1990,2
barbara johnson,"Pack Up Your Gloomies In A Great Big Box, Then Sit On The Lid And Laugh!",1993,4,0.7142857142857143,7,1992,1
barbara johnson,Mama Get The Hammer! There's A Fly On Papa's Head!,1994,5,3,11,1993,1
barbara johnson,The Best of Barbara Johnson: Three Bestselling Works Complete in One Volume,1996,6,0,3,1994,2
barbara johnson,I'm So Glad You Told Me What I Didn't Wanna Hear,1996,7,2.6666666666666665,3,1996,0
barbara johnson,Living Somewhere Between Estrogen And Death,1997,8,1.8,5,1996,1
barbara johnson,Living Somewhere Between Estrogen &amp; Death,1997,9,0,1,1997,0
barbara johnson,Living Somewhere Between Estrogen and Death,1998,10,0,3,1997,1
barbara johnson,Boomerang Joy,1998,11,0,3,1998,0
barbara johnson,Christian Acts of Kindness,1999,12,10,1,1998,1
barbara johnson,He's Gonna Toot And I'm Gonna Scoot,1999,13,0,3,1999,0
barbara johnson,Daily Splashes Of Joy,2000,14,8.5,2,1999,1
barbara johnson,Leaking Laffs Between Pampers And Depends,2000,15,4.142857142857143,7,2000,0
barbara johnson,Boomerang Joy,2000,16,0,1,2000,0
barbara johnson,GodÂ¿s Most Precious Jewels Are Crystallized Tears,2001,17,9,2,2000,1
barbara johnson,Plant A Geranium In Your Cranium,2002,18,2.142857142857143,7,2001,1
barbara kuroff,1999 Novel &amp; Short Story Writer's Market (Novel and Short Story Writer's Market),1999,2,10,1,1998,1
barbara mujica,Mi hermana Frida,2002,2,0,1,2001,1
barbara mujica,Meine Schwester Frida.,2002,3,8,1,2002,0
barbara mujica,Frida,2002,4,2.923076923076923,13,2002,0
barbara mujica,Meine Schwester Frida.,2003,5,8,1,2002,1
barbara park,Beanpole,1984,2,7,1,1983,1
barbara park,Buddies,1985,3,0,3,1984,1
barbara park,Buddies,1986,4,1.5,4,1985,1
barbara park,Don't Make Me Smile,1989,5,0,1,1986,3
barbara park,My Mother Got Married: And Other Disasters (Barbara Park Reissues),1990,6,7,1,1989,1
barbara park,Don't Make Me Smile,1990,7,0,1,1990,0
barbara park,Beanpole,1990,8,0,2,1990,0
barbara park,"Maxie, Rosie, and Earl: Partners in Grime (Geek Chronicles)",1991,9,0,4,1990,1
barbara park,"Junie B. Jones and the  Stupid Smelly Bus (Junie B. Jones 1, paper)",1992,10,2.4166666666666665,12,1991,1
barbara park,"Junie B. Jones and Her Big Fat Mouth (Junie B. Jones 3, paper)",1993,11,2.230769230769231,13,1992,1
barbara park,"Junie B. Jones and a Little Monkey Business (Junie B. Jones 2, paper)",1993,12,2.25,8,1993,0
barbara park,"Junie B. Jones and  Some Sneaky Peeky Spying (Junie B. Jones 4, paper)",1994,13,4.545454545454546,11,1993,1
barbara park,"Dear God, Help! Love, Earl (Geek Chronicles)",1994,14,0,1,1994,0
barbara park,"Junie B. Jones &amp; The Yucky Blucky Fruit Cake (Junie B. Jones 5, Library Binding)",1995,15,5,1,1994,1
barbara park,"Junie B. Jones and the Yucky Blucky Fruitcake (Junie B. Jones 5, paper)",1995,16,2,4,1995,0
barbara park,Skinnybones,1995,17,3.3333333333333335,3,1995,0
barbara park,The Kid in the Red Jacket,1995,18,0,1,1995,0
barbara park,"Junie B. Jones and That Meanie Jim's B-Day (Junie B. Jones 6, paper)",1996,19,4.444444444444445,9,1995,1
barbara park,Mick Harte Was Here,1996,20,4.5,2,1996,0
barbara park,"Junie B. Jones Loves Handsome Warren (Junie B. Jones, #7)",1996,21,10,1,1996,0
barbara park,"Junie B. Jones and That Meanie Jim's Birthday (Junie B. Jones 6, Library Binding)",1996,22,0,1,1996,0
barbara park,Mick Harte Was Here,1996,23,0,2,1996,0
barbara park,"Junie B. Jones Loves Handsome Warren (Junie B. Jones 7, paper)",1996,24,2.2222222222222223,9,1996,0
barbara park,"Junie B. Jones Is A Party Animal (Junie B. Jones 10, paper)",1997,25,3.625,8,1996,1
barbara park,"Junie B. Jones Is Not A Crook (Junie B. Jones 9, paper)",1997,26,5.166666666666667,6,1997,0
barbara park,Skinnybones,1997,27,6,1,1997,0
barbara park,"Junie B. Jones Has A Monster Under Her Bed (Junie B. Jones 8, paper)",1997,28,5.5,6,1997,0
barbara park,Junie B. Jones and Some Sneaky Peeky Spying,1998,29,0,4,1997,1
barbara park,"Junie B. Jones is a Beauty Shop Guy (Junie B. Jones 11, paper)",1998,30,2.909090909090909,11,1998,0
barbara park,"Junie B. Jones Smells Something Fishy (Junie B. Jones 12, paper)",1998,31,1.1428571428571428,7,1998,0
barbara park,"Junie B. Jones is Almost Flower Girl (Junie B. Jones 13, paper)",1999,32,3.25,12,1998,1
barbara park,Junie B. Jones and That Meanie Jim's Birthday (Volume 6),1999,33,0,2,1999,0
barbara park,"Junie B. Jones and the Mushy Gushy Valentine (Junie B. Jones, Book 14)",1999,34,1,6,1999,0
barbara park,"Junie B. Jones Has a Peep In Her Pocket (Junie B. Jones 15, paper)",2000,35,4,10,1999,1
barbara park,Junie B. Jones is Captain Field Day (Junie B. Jones (Turtleback)),2000,36,5,1,2000,0
barbara park,"Junie B. Jones is Captain Field Day (Junie B. Jones 16, Library Binding)",2001,37,10,1,2000,1
barbara park,"Junie B., First Grader at Last! (Junie B. Jones, 18)",2001,38,9,2,2001,0
barbara park,Junie B. Jones Is a Graduation Girl,2001,39,2.2222222222222223,9,2001,0
barbara park,Junie B. First Grader(At Last) (Junie B Jones),2001,40,4.5,2,2001,0
barbara park,Operation: Dump the Chump,2001,41,3.5,2,2001,0
barbara park,Mick Harte Was Here,2001,42,0,3,2001,0
barbara park,Junie B. Jones Is Captain Field Day  (Junie B. Jones #16),2001,43,2,6,2001,0
barbara park,"Junie B., First Grader (At Last!)",2002,44,0,3,2001,1
barbara park,"Junie B., First Grader: Boss of Lunch (Junie B Jones)",2002,45,2.5,2,2002,0
barbara park,"Junie B., First Grader: Toothless Wonder (Junie B Jones)",2002,46,6,1,2002,0
barbara park,"Junie B., First Grader: Toothless Wonder (Junie B Jones)",2003,47,0,3,2002,1
barbara park,"Junie B., First Grader: Boss of Lunch (Junie B Jones)",2003,48,1,7,2003,0
barbara quick,Northern Edge: A Novel of Survival in Alaska's Arctic,1995,2,2,4,1990,5
barbara raskin,Hot Flashes,1988,2,0.22727272727272727,22,1987,1
barbara raskin,Hot Flashes,1988,3,0,1,1988,0
barbara raskin,Loose Ends,1988,4,1,7,1988,0
barbara raskin,Current Affairs,1990,5,1.6,5,1988,2
barbara raskin,Current Affairs,1991,6,0,2,1990,1
barbara sherrod,Gamester's Lady (Signet Regency Romance),1994,2,0,1,1994,0
barbara vine,A Dark Adapted Eye,1987,2,1.1111111111111112,9,1986,1
barbara vine,A Fatal Inversion,1987,3,2.3333333333333335,3,1987,0
barbara vine,A Fatal Inversion,1988,4,0,4,1987,1
barbara vine,The House of Stairs,1989,5,0,1,1988,1
barbara vine,Die im Dunkeln sieht man doch. Roman.,1989,6,4.6,5,1989,0
barbara vine,The House of Stairs,1990,7,1.8,5,1989,1
barbara vine,Es scheint die Sonne noch so schÃ?Â¶n. Roman.,1991,8,5.166666666666667,6,1990,1
barbara vine,Gallowglass,1992,9,2.3,10,1991,1
barbara vine,A Dark-Adapted Eye,1993,10,2.7333333333333334,15,1992,1
barbara vine,Anna's Book,1993,11,5,1,1993,0
barbara vine,King Solomon's Carpet,1993,12,4.181818181818182,11,1993,0
barbara vine,Asta's Book,1994,13,4.434782608695652,23,1993,1
barbara vine,No Night Is Too Long,1995,14,4,2,1994,1
barbara vine,No Night Is Too Long,1995,15,0.6666666666666666,9,1995,0
barbara vine,The Brimstone Wedding,1996,16,3.7142857142857144,7,1995,1
barbara vine,No Night Is Too Long,1996,17,1,8,1996,0
barbara vine,The Brimstone Wedding,1997,18,4.222222222222222,9,1996,1
barbara vine,The Brimstone Wedding,1997,19,3.272727272727273,11,1997,0
barbara vine,Keine Nacht dir zu lang.,1997,20,0,1,1997,0
barbara vine,The chimney sweeper's boy,1998,21,5.833333333333333,6,1997,1
barbara vine,The Chimney Sweeper's Boy,1998,22,5.166666666666667,6,1998,0
barbara vine,The Chimney Sweeper's Boy,1998,23,6.666666666666667,3,1998,0
barbara vine,The Chimney Sweeper's Boy,1999,24,4.714285714285714,14,1998,1
barbara vine,Schwefelhochzeit.,1999,25,0,1,1999,0
barbara vine,No Night Is Too Long,2000,26,7,1,1999,1
barbara vine,Grasshopper,2000,27,3,5,2000,0
barbara vine,Grasshopper: A Novel (Vintage Crime/Black Lizard),2002,28,2.5,4,2000,2
barbara vine,The Blood Doctor,2002,29,5.857142857142857,7,2002,0
barbara vine,The Blood Doctor : A Novel (Vintage Crime/Black Lizard),2003,30,0,7,2002,1
barbara von bellingen,Dreissig Silberlinge. Ein Roman aus der Hansezeit.,1998,2,5,1,1996,2
barbara wersba,Crazy Vanilla,1987,2,9,1,1973,14
barbara wersba,Love Is the Crooked Thing,1990,3,5,1,1987,3
barbara wilson,Walking on the Moon: Six Stories and a Novella,1983,2,7,1,1978,5
barbara wilson,Murder in the Collective,1985,3,4,4,1983,2
barbara wilson,Cora Sandel: Selected Short Stories (Women in Translation Series),1985,4,0,2,1985,0
barbara wilson,Sisters of the Road,1986,5,5.833333333333333,6,1985,1
barbara wilson,Gaudi Afternoon,1991,6,0,1,1986,5
barbara wilson,Murder in the Collective,1992,7,0,1,1991,1
barbara wilson,Trouble in Transylvania (A Cassandra Reilly Mystery),1993,8,0,1,1992,1
barbara wilson,Trouble in Transylvania: A Cassandra Reilly Mystery (Cassandra Reilly Mysteries (Paperback)),1994,9,1.1666666666666667,6,1993,1
barbara wilson,"Heartstrings (Sweet Dreams, No 219)",1994,10,0,1,1994,0
barbara wilson,If You Had a Family,1996,11,0,1,1994,2
barbara wilson,If You Had a Family,1996,12,7,1,1996,0
barbara wilson,Gaudi Afternoon: A Cassandra Reilly Mystery,2001,13,8,1,1996,5
"barbara, ph.d. keesling",Talk Sexy to the One You Love: (And Drive Each Other Wild in Bed),1996,2,0,1,1994,2
bari wood,Twins : a novel,1978,2,0,2,1977,1
bari wood,The tribe,1981,3,2.3333333333333335,3,1978,3
bari wood,The Killing Gift,1985,4,0,2,1981,4
bari wood,Tribe,1985,5,3.125,8,1985,0
bari wood,Light Source,1985,6,0.8333333333333334,6,1985,0
bari wood,Light Source,1987,7,0,1,1985,2
bari wood,Dead Ringers,1988,8,0,4,1987,1
bari wood,Amy Girl,1988,9,1.1428571428571428,7,1988,0
bari wood,Doll's Eyes,1993,10,1.25,8,1988,5
bari wood,Doll's Eyes,1994,11,2.6666666666666665,3,1993,1
bari wood,The Basement,1995,12,0,1,1994,1
bari wood,The Basement,1996,13,0,1,1995,1
barker,Case*Method: Entity Relationship Modelling,1990,2,5,1,1987,3
barker,Night Fears,1990,3,0,1,1990,0
barnaby conrad,Name Dropping: Tales from My Barbary Coast Saloon,1994,2,3,2,1990,4
barnaby conrad,Learning to Write Fiction from the Masters,1996,3,10,1,1994,2
barnaby conrad,Snoopy's Guide to the Writing Life,2002,4,10,2,1996,6
barney vinson,Las Vegas Behind the Tables,1987,2,2,3,1986,1
barrie kerper,Paris: The Collected Traveler : An Inspired Anthology &amp; Travel Resource (The Collected Traveler),2000,2,0,1,2000,0
barrie kerper,Morocco: The Collected Traveler (The Collected Traveler),2001,3,8,1,2000,1
barry clifford,The Lost Fleet: The Discovery of a Sunken Armada from the Golden Age of Piracy,2002,2,2.3333333333333335,3,1999,3
barry clifford,The Lost Fleet : The Discovery of a Sunken Armada from the Golden Age of Piracy,2003,3,0,1,2002,1
bart davis,Full Fathom Five,1987,2,0,3,1985,2
bart davis,Voyage of the Storm,1995,3,0,4,1987,8
bart davis,The Midnight Partner,1995,4,0,1,1995,0
bart kosko,Fuzzy Thinking : The New Science of Fuzzy Logic,1994,2,6.5,2,1993,1
bart kosko,Nanotime,1997,3,5,1,1994,3
bart kosko,Nanotime,1998,4,0,3,1997,1
bartholomew,"""\I Come As a Brother"""": A Remembrance of Illusions""""""",1997,2,0,2,1989,8
bathroom readers hysterical society,Uncle John's Bathroom Reader Plunges into Great Lives,2003,2,2.25,4,2002,1
bay matthews,Lessons In Loving (Silhouette Special Edition 420),1987,2,0,1,1986,1
bay matthews,"Some Warm Hunger (Silhouette Special Edition, No 391)",1987,3,0,2,1987,0
bay matthews,"Amarillo By Morning (Silhouette Special Editions, No 464)",1988,4,0,1,1987,1
bay matthews,"Summer'S Promise (Special Edition, No 505)",1989,5,0,2,1988,1
bay matthews,"Sweet Lies,Satin Sighs (Silhouette Special Edition, No. 648)",1990,6,0,1,1989,1
bay matthews,"Worth Waiting For (Silhouette Special Edition, No 825)",1993,7,0,1,1990,3
bay matthews,"Hardhearted (That Special Woman!) (Silhouette Special Edition No, 9859)",1993,8,1.5,4,1993,0
bay matthews,"Bittersweet Sacrifice (Born in the USA, 4)",1999,9,3,3,1993,6
bea sloboder,Candy Canes! (Scratch and Sniff Fun!),1996,2,0,1,1995,1
bea sloboder,The Mermaid's Ball: 20 Glitter Tattoos (Glitter Tattoos),1998,3,1,1,1996,2
beatrice coogan,The Big Wind: A Novel of Ireland,1995,2,0,1,1978,17
beatrice culleton,In Search of April Raintree,1995,2,1.3333333333333333,6,1983,12
beatrice sparks,Jay's Journal,1990,2,3.6666666666666665,9,1989,1
beatrice sparks,"It Happened to Nancy : By an Anonymous Teenager, A True Story from Her Diary (Confident Collector)",1994,3,3.9473684210526314,19,1990,4
beatrice sparks,Almost Lost : The True Story of an Anonymous Teenager's Life on the Streets (Avon Flare Book),1996,4,2,5,1994,2
beatrice sparks,Treacherous Love: The Diary of an Anonymous Teenager,2000,5,3.75,4,1996,4
